1,0,0,4.327983856,4.32798481,0,0,17.36880636,0
2,0,0,4.945316792,4.945317268,0,0,12.62603068,0
3,0,0,4.839508057,4.839507103,0,0,12.89679193,0
4,0,0,5.578380585,5.578379631,0,0,12.61301732,0
5,0,0,3.071125269,3.071127892,0,0,39.31733608,0
6,0,0,6.028534889,6.028531551,0,0,13.45575857,0
7,0,0,3.718915224,3.718912601,0,0,14.79591727,0
8,0,0,5.471909523,5.471907616,0,0,16.66479731,0
9,0,0,5.144602299,5.144600868,0,0,13.58560109,0
10,0,0,5.802265644,5.802268028,0,0,12.52295971,0
11,0,0,4.611260891,4.611259937,0,0,13.54954886,0
12,0,0,4.267647266,4.267645359,0,0,11.64346433,0
13,0,0,5.78224659,5.782247543,0,0,21.85184145,0
14,0,0,3.261279821,3.270483494,0,0,15.54354453,0
15,0,0,4.963648796,4.963647842,0,0,18.10627222,0
16,0,0,4.529725552,4.529725552,0,0,18.29219794,0
17,0,0,4.227755547,4.227752686,0,0,14.47142363,0
18,0,0,5.104894638,5.104894638,0,0,11.92509627,0
19,0,0,5.548502445,5.595592976,0,0,13.55175328,0
20,0,0,3.332292795,3.332290173,0,0,14.22037578,0
21,0,0,4.933068275,4.933067322,0,0,14.50486279,0
22,0,0,3.546504259,3.546504974,0,0,12.41217184,0
23,0,0,3.454868317,3.457429886,0,0,16.75702691,0
24,0,0,4.251389503,4.251389027,0,0,13.49021363,0
25,0,0,5.295989037,5.29598999,0,0,12.2443645,0
26,0,0,5.224349499,5.238942146,0,0,15.08829951,0
27,0,0,5.494918823,5.494915009,0,0,14.96974397,0
28,0,0,4.106473446,4.106470108,0,0,15.47820568,0
29,0,0,5.572089195,5.572089195,0,0,12.57527184,0
30,0,0,3.62920332,3.629205704,0,0,13.72727466,0
1,0.1,0,4.316995144,4.264010906,7.177452564,0.021329403,1239.374608,0
2,0.1,0,3.535368681,3.438136101,3.032074928,0.015562534,1632.812576,0
3,0.1,0,5.303341389,5.200847626,2.331743956,0.043229103,1267.971956,0
4,0.1,0,4.75472784,4.606042385,1.280005932,0.000945568,1275.781324,0
5,0.1,0,5.83058691,5.680995941,3.899159908,0.007894993,1442.220466,0
6,0.1,0,4.677305222,4.615438938,2.673941851,0.000106335,1245.766169,0
7,0.1,0,5.210935593,5.077722073,3.131825924,0.002348423,1323.420353,0
8,0.1,0,4.07616806,3.97188282,2.739973545,0.000131607,1443.909857,0
9,0.1,0,4.722581387,4.622896671,2.598972321,0.000912428,1369.549777,0
10,0.1,0,4.127880573,4.071387291,4.594637394,0.003868103,1253.27637,0
11,0.1,0,4.756412506,4.683562279,5.326841354,1.253803253,1360.337599,0
12,0.1,0,5.096304893,4.997487545,2.940877199,0.008435488,1205.934158,0
,,,,,,,,
