32, 0.6, -4.821239471435547, -4.389590740203857, -4.821231842041016, 0.0,-4.821239471435547, 0.0, 16.107495546340942, 0.0
39, 0.6, -2.485116958618164, -3.0222718715667725, -2.485057830810547, 0.0,-2.485116958618164, 0.0, 13.680659055709839, 0.0
38, 0.6, -2.6961722373962402, -2.901458740234375, -2.6961722373962402, 0.0,-2.6961722373962402, 0.0, 16.852060317993164, 0.0
44, 0.6, -3.298344373703003, -3.330371856689453, -3.298344373703003, 0.0,-3.298344373703003, 0.0, 14.772861003875732, 0.0
42, 0.6, -2.32981276512146, -2.181145429611206, -2.3298351764678955, 0.0,-2.32981276512146, 0.0, 18.58102512359619, 0.0
40, 0.6, -2.948474884033203, -2.7755935192108154, -2.948491096496582, 0.0,-2.948474884033203, 0.0, 14.117695569992065, 0.0
41, 0.6, -5.159901142120361, -4.342650890350342, -5.159901142120361, 0.0,-5.159901142120361, 0.0, 12.451678037643433, 0.0
35, 0.6, -2.2274320125579834, -2.609264612197876, -2.2274320125579834, 0.0,-2.2274320125579834, 0.0, 14.172382116317749, 0.0
31, 0.6, -2.429762840270996, -2.1357669830322266, -2.4298155307769775, 0.0,-2.429762840270996, 0.0, 17.776030778884888, 0.0
48, 0.6, -5.348647117614746, -4.131738185882568, -5.348647117614746, 0.0,-5.348647117614746, 0.0, 14.45447325706482, 0.0
34, 0.6, -2.8936362266540527, -3.162105083465576, -2.893076181411743, 0.0,-2.8936362266540527, 0.0, 12.294671773910522, 0.0
43, 0.6, -3.4062702655792236, -3.4107139110565186, -3.4062702655792236, 0.0,-3.4062702655792236, 0.0, 13.729907035827637, 0.0
45, 0.6, -4.306341171264648, -4.2269439697265625, -4.306344509124756, 0.0,-4.306341171264648, 0.0, 24.257736206054688, 0.0
33, 0.6, -3.870633840560913, -3.699176788330078, -3.8706305027008057, 0.0,-3.870633840560913, 0.0, 16.802788972854614, 0.0
51, 0.6, -5.753080368041992, -5.754772663116455, -5.753080368041992, 0.0,-5.753080368041992, 0.0, 16.215518951416016, 0.0
49, 0.6, -2.684413433074951, -2.6484169960021973, -2.6844186782836914, 0.0,-2.684413433074951, 0.0, 17.1753830909729, 0.0
47, 0.6, -2.89235782623291, -2.725260019302368, -2.892329692840576, 0.0,-2.89235782623291, 0.0, 20.536745071411133, 0.0
53, 0.6, -3.756157398223877, -3.9525258541107178, -3.756157398223877, 0.0,-3.756157398223877, 0.0, 14.983675003051758, 0.0
52, 0.6, -3.4650325775146484, -2.6905109882354736, -3.4650325775146484, 0.0,-3.4650325775146484, 0.0, 15.883301973342896, 0.0
50, 0.6, -3.972456693649292, -3.6941728591918945, -3.972456693649292, 0.0,-3.972456693649292, 0.0, 21.72235369682312, 0.0
54, 0.6, -2.8091013431549072, -2.6459391117095947, -2.8091013431549072, 0.0,-2.8091013431549072, 0.0, 14.681700944900513, 0.0
46, 0.6, -3.6313374042510986, -3.7310287952423096, -3.631331443786621, 0.0,-3.6313374042510986, 0.0, 15.160443305969238, 0.0
58, 0.6, -4.237525939941406, -3.926474094390869, -4.237525939941406, 0.0,-4.237525939941406, 0.0, 12.319856405258179, 0.0
57, 0.6, -3.6290555000305176, -3.6213274002075195, -3.6290555000305176, 0.0,-3.6290555000305176, 0.0, 18.485573768615723, 0.0
61, 0.6, -4.222306728363037, -3.9554030895233154, -4.222463130950928, 0.0,-4.222306728363037, 0.0, 12.878411769866943, 0.0
63, 0.6, -3.091111660003662, -3.0766196250915527, -3.0911061763763428, 0.0,-3.091111660003662, 0.0, 14.02958869934082, 0.0
65, 0.6, -4.832228183746338, -4.682443141937256, -4.832228183746338, 0.0,-4.832228183746338, 0.0, 16.44325542449951, 0.0
64, 0.6, -2.570472478866577, -2.858718156814575, -2.570472478866577, 0.0,-2.570472478866577, 0.0, 15.26729941368103, 0.0
38, 1.0, -2.6961722373962402, -2.901458740234375, -2.695763111114502, 0.0,-2.6961417198181152, 0.0, 116.07630014419556, 0.0
60, 0.6, -2.7445428371429443, -2.923308849334717, -2.7452170848846436, 0.0,-2.7445428371429443, 0.0, 15.123790979385376, 0.0
36, 0.4, -3.7859554290771484, -3.6271989345550537, -3.7853472232818604, 0.0,-3.7859432697296143, 0.0, 163.38660550117493, 0.0
69, 0.6, -3.23709774017334, -3.2307939529418945, -3.23709774017334, 0.0,-3.23709774017334, 0.0, 12.817163467407227, 0.0
68, 0.6, -5.113473892211914, -4.438535690307617, -5.113473892211914, 0.0,-5.113473892211914, 0.0, 15.485130310058594, 0.0
70, 0.6, -3.7302916049957275, -3.9156432151794434, -3.7302775382995605, 0.0,-3.7302916049957275, 0.0, 16.181467294692993, 0.0
74, 0.6, -3.1788928508758545, -3.2091310024261475, -3.1788978576660156, 0.0,-3.1788928508758545, 0.0, 14.096994400024414, 0.0
71, 0.6, -2.601872205734253, -3.0930469036102295, -2.601875066757202, 0.0,-2.601872205734253, 0.0, 16.664692640304565, 0.0
72, 0.6, -3.1541531085968018, -3.0826451778411865, -3.154148817062378, 0.0,-3.1541531085968018, 0.0, 13.66632604598999, 0.0
76, 0.6, -3.279949426651001, -3.1098296642303467, -3.279949426651001, 0.0,-3.279949426651001, 0.0, 14.386187076568604, 0.0
44, 1.0, -3.298344373703003, -3.330371856689453, -3.298344373703003, 0.0,-3.2983951568603516, 0.0, 199.2662193775177, 0.0
41, 0.2, -5.159901142120361, -4.342650890350342, -5.159901142120361, 0.0,-5.159909248352051, 0.0, 185.42073369026184, 0.0
81, 0.6, -1.6700358390808105, -3.171649217605591, -1.670119047164917, 0.0,-1.6700358390808105, 0.0, 12.297186613082886, 0.0
79, 0.6, -3.123046636581421, -3.0568392276763916, -3.123046636581421, 0.0,-3.123046636581421, 0.0, 15.031014204025269, 0.0
34, 1.0, -2.8936362266540527, -3.162105083465576, -2.894503116607666, 0.0,-2.893423318862915, 0.0, 185.4785351753235, 0.0
77, 0.6, -4.460437774658203, -4.229762077331543, -4.460437774658203, 0.0,-4.460437774658203, 0.0, 14.676090478897095, 0.0
82, 0.6, -3.3760643005371094, -3.5094826221466064, -3.3760621547698975, 0.0,-3.3760643005371094, 0.0, 14.35575270652771, 0.0
59, 0.6, -4.368574142456055, -4.2014875411987305, -4.368574142456055, 0.0,-4.368574142456055, 0.0, 12.534847736358643, 0.0
80, 0.6, -2.558966636657715, -2.4517571926116943, -2.558966636657715, 0.0,-2.558966636657715, 0.0, 11.807868242263794, 0.0
46, 0.2, -3.6313374042510986, -3.7310287952423096, -3.630924940109253, 0.0,-3.6311795711517334, 0.0, 186.70573830604553, 0.0
41, 1.0, -5.159901142120361, -4.342650890350342, -5.159901142120361, 0.0,-5.159746170043945, 0.0, 215.31679773330688, 0.0
63, 1.0, -3.091111660003662, -3.0766196250915527, -3.091134786605835, 0.0,-3.091315746307373, 0.0, 145.87046647071838, 0.0
84, 0.6, -3.9928970336914062, -3.821514129638672, -3.992896556854248, 0.0,-3.9928970336914062, 0.0, 19.66024923324585, 0.0
94, 0.6, -3.7426252365112305, -4.002300262451172, -3.7426669597625732, 0.0,-3.7426252365112305, 0.0, 17.78448176383972, 0.0
86, 0.6, -3.5085248947143555, -3.527341604232788, -3.5085248947143555, 0.0,-3.5085248947143555, 0.0, 13.341728448867798, 0.0
85, 0.6, -5.274597644805908, -5.280384063720703, -5.274597644805908, 0.0,-5.274597644805908, 0.0, 17.899605989456177, 0.0
93, 0.6, -2.9097325801849365, -2.9119741916656494, -2.909672498703003, 0.0,-2.9097325801849365, 0.0, 12.618051290512085, 0.0
90, 0.6, -3.3533775806427, -3.2431626319885254, -3.35339093208313, 0.0,-3.3533775806427, 0.0, 13.97444224357605, 0.0
92, 0.6, -3.578749418258667, -3.5186069011688232, -3.578674554824829, 0.0,-3.578749418258667, 0.0, 12.75155258178711, 0.0
53, 0.4, -3.756157398223877, -3.9525258541107178, -3.7561652660369873, 0.0,-3.756161689758301, 0.0, 212.8969132900238, 0.0
87, 0.6, -4.031261444091797, -3.982132911682129, -4.031261444091797, 0.0,-4.031261444091797, 0.0, 19.69533944129944, 0.0
89, 0.6, -4.524235725402832, -4.203615188598633, -4.524235725402832, 0.0,-4.524235725402832, 0.0, 18.116088390350342, 0.0
88, 0.6, -3.753092050552368, -3.7211644649505615, -3.753092050552368, 0.0,-3.753092050552368, 0.0, 19.710378170013428, 0.0
96, 0.6, -2.977295160293579, -3.367204189300537, -2.977295160293579, 0.0,-2.977295160293579, 0.0, 14.817809343338013, 0.0
